Campus,Algebra_Rate,Biology_Rate,English_Rate,US_History_Rate,Class_Size_English,Class_Size_Math,Class_Size_Sci,Class_Size_Soc_Stud,Teacher_Beginning_Count,Teacher_Beginning_Percent,Teacher_1-5_Years_Count,Teacher_1-5_Years_Percent,Teacher_6-10_Years_Count,Teacher_6-10_Years_Percent,Teacher_11-20_Years_Count,Teacher_11-20_Years_Percent,Teacher_More_Than_20_Years_Count,Teacher_More_Than_20_Years_Percent,Teacher_BA_Degree_Count,Teacher_BA_Degree_Percent,Teacher_Experience_Average,Teacher_Student_Ratio,Teacher_MS_Degree_Count,Teacher_MS_Degree_Percent,Teacher_No_Degree_Count,Teacher_No_Degree_Percent,Teacher_PH_Degree_Count,Teacher_PH_Degree_Percent,Teacher_Tenure_Average,Campus_Name,County_Name,County,District_Name,District,Region,Region_Name,Median_Household_Income,Gini_Index,Median_Family_Income,Poverty_Rate,Avg_Max_Temp,Avg_Min_Temp
014907001,46.0,80.0,66.0,80.0,9.5,15.0,15.9,16.0,2.0,8.7,4.8,20.7,3.0,12.9,8.5,37.0,4.8,20.8,18.6,80.8,13.2,11.6,4.4,19.2,0.0,0.0,0.0,0.0,6.0,ROGERS H S,BELL,014,ROGERS ISD,014907,12,WACO,54884.0,0.4372,64505.0,13.412360072753565,88.09,56.18
014908001,36.0,72.0,56.0,61.0,14.8,12.8,17.1,17.0,1.6,3.4,7.5,16.0,6.7,14.3,17.2,36.8,13.8,29.6,35.7,76.5,15.6,12.4,11.0,23.5,0.0,0.0,0.0,0.0,6.0,SALADO H S,BELL,014,SALADO ISD,014908,12,WACO,54884.0,0.4372,64505.0,13.412360072753565,88.09,56.18
014909002,55.0,51.0,37.0,65.0,16.7,23.0,22.5,23.6,21.9,12.9,51.3,30.2,35.7,21.0,44.8,26.3,16.2,9.5,95.4,56.2,9.0,12.9,58.0,34.1,12.7,7.5,3.8,2.2,5.1,TEMPLE H S,BELL,014,TEMPLE ISD,014909,12,WACO,54884.0,0.4372,64505.0,13.412360072753565,88.09,56.18
014909008,0.0,20.0,9.0,12.0,,,,,0.5,6.9,2.6,35.6,1.4,19.0,1.0,13.8,1.8,24.6,5.7,79.2,11.9,11.6,1.0,13.8,0.5,6.9,0.0,0.0,7.3,FRED W EDWARDS ACADEMY AEC,BELL,014,TEMPLE ISD,014909,12,WACO,54884.0,0.4372,64505.0,13.412360072753565,88.09,56.18
014910001,51.0,83.0,59.0,69.0,15.3,16.0,18.7,19.1,1.0,3.0,2.4,7.2,7.3,22.3,15.4,46.8,6.8,20.8,26.4,80.2,14.0,13.6,6.5,19.8,0.0,0.0,0.0,0.0,6.4,TROY H S,BELL,014,TROY ISD,014910,12,WACO,54884.0,0.4372,64505.0,13.412360072753565,88.09,56.18
015801001,26.0,9.0,10.0,22.0,14.9,11.7,14.0,10.8,3.9,35.8,6.0,55.1,0.0,0.0,1.0,9.2,0.0,0.0,5.0,45.9,2.5,11.3,2.9,26.6,3.0,27.5,0.0,0.0,2.5,POR VIDA ACADEMY CHARTER H S,BEXAR,015,POR VIDA ACADEMY,015801,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015801002,25.0,33.0,30.0,73.0,11.3,10.8,12.0,11.0,4.1,65.0,2.2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,67.0,1.4,7.2,1.1,17.1,1.0,15.9,0.0,0.0,1.4,CORPUS CHRISTI COLLEGE PREP H S,BEXAR,015,POR VIDA ACADEMY,015801,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015801003,0.0,12.0,9.0,9.0,6.4,4.0,5.0,6.0,3.3,55.4,1.0,17.5,1.0,17.0,0.6,10.1,0.0,0.0,4.1,70.1,3.0,10.0,1.8,29.9,0.0,0.0,0.0,0.0,3.0,CESAR E CHAVEZ ACADEMY,BEXAR,015,POR VIDA ACADEMY,015801,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015802001,21.0,22.0,15.0,33.0,13.7,11.3,,10.3,9.7,18.2,25.0,47.1,11.7,22.1,5.8,10.9,0.9,1.8,45.1,85.0,4.9,17.2,8.0,15.0,0.0,0.0,0.0,0.0,3.0,GEORGE GERVIN ACADEMY,BEXAR,015,GEORGE GERVIN ACADEMY,015802,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015805001,47.0,74.0,64.0,78.0,19.3,16.4,18.3,15.7,1.0,9.5,6.4,61.2,2.0,19.0,1.1,10.3,0.0,0.0,5.0,47.5,5.2,18.2,5.5,52.5,0.0,0.0,0.0,0.0,2.7,FRANK L MADLA EARLY COLLEGE H S,BEXAR,015,NEW FRONTIERS PUBLIC SCHOOLS INC,015805,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015806003,40.0,50.0,45.0,66.0,12.6,10.1,9.7,12.3,0.8,7.4,2.7,24.8,1.1,9.9,5.8,52.7,0.6,5.1,10.0,91.3,10.7,10.7,1.0,8.7,0.0,0.0,0.0,0.0,4.8,MILTON B LEE ACADEMY OF SCIENCE &,BEXAR,015,SCHOOL OF EXCELLENCE IN EDUCATION,015806,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015807002,24.0,31.0,35.0,19.0,6.7,7.1,5.8,4.8,2.0,11.0,10.0,55.2,1.9,10.5,4.2,23.3,0.0,0.0,16.1,89.0,5.1,11.3,2.0,11.0,0.0,0.0,0.0,0.0,3.8,SOUTHWEST PREPARATORY SOUTHEAST CA,BEXAR,015,SOUTHWEST PREPARATORY SCHOOL,015807,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015807004,31.0,26.0,30.0,58.0,12.9,7.1,12.9,10.7,4.3,22.2,5.5,28.4,6.0,31.2,3.0,15.6,0.5,2.5,13.9,72.4,5.5,12.4,4.3,22.4,0.0,0.0,1.0,5.2,3.3,SOUTHWEST PREPARATORY SCHOOL-NORTH,BEXAR,015,SOUTHWEST PREPARATORY SCHOOL,015807,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015807005,7.0,0.0,29.0,81.0,9.9,7.9,5.0,5.1,3.9,33.9,4.0,34.9,1.1,9.6,2.0,17.4,0.5,4.2,11.0,95.8,6.2,10.1,0.5,4.2,0.0,0.0,0.0,0.0,4.4,NEW DIRECTIONS,BEXAR,015,SOUTHWEST PREPARATORY SCHOOL,015807,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015808009,26.0,59.0,51.0,92.0,12.1,13.9,13.3,15.9,1.1,6.2,7.3,42.1,6.0,34.5,2.0,11.5,1.0,5.7,13.5,77.4,7.3,23.2,2.8,16.1,0.0,0.0,1.1,6.5,2.1,ANNE FRANK INSPIRE ACADEMY,BEXAR,015,INSPIRE ACADEMIES,015808,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015814001,8.0,19.0,18.0,41.0,3.5,2.8,2.3,2.5,0.0,0.0,0.0,0.0,1.0,10.0,5.0,50.0,4.0,40.0,4.0,40.0,21.7,13.1,6.0,60.0,0.0,0.0,0.0,0.0,4.1,POSITIVE SOLUTIONS CHARTER,BEXAR,015,POSITIVE SOLUTIONS CHARTER SCHOOL,015814,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015815041,60.0,63.0,27.0,93.0,18.3,17.6,14.5,19.0,2.9,26.4,3.0,27.5,0.6,5.3,1.0,9.1,3.5,31.7,7.2,65.4,12.9,13.0,3.8,34.6,0.0,0.0,0.0,0.0,2.6,HERITAGE ACADEMY OF DEL RIO,BEXAR,015,HERITAGE ACADEMY,015815,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015822001,21.0,34.0,33.0,24.0,21.3,24.7,24.5,20.9,25.5,41.0,32.9,52.9,1.0,1.6,2.8,4.5,0.0,0.0,53.3,85.7,1.8,17.8,8.9,14.3,0.0,0.0,0.0,0.0,1.8,JUBILEE SAN ANTONIO,BEXAR,015,JUBILEE ACADEMIES,015822,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015822004,23.0,33.0,38.0,55.0,14.8,13.9,11.9,11.0,13.5,40.5,18.8,56.5,1.0,3.0,0.0,0.0,0.0,0.0,29.3,88.0,1.2,16.9,4.0,12.0,0.0,0.0,0.0,0.0,1.2,JUBILEE - LAKE VIEW UNIVERSITY PRE,BEXAR,015,JUBILEE ACADEMIES,015822,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015822010,59.0,54.0,50.0,80.0,22.1,20.7,21.9,23.4,11.2,21.1,36.8,69.4,4.0,7.5,1.0,1.9,0.0,0.0,48.4,91.4,2.5,19.9,4.5,8.6,0.0,0.0,0.0,0.0,2.4,JUBILEE BROWNSVILLE,BEXAR,015,JUBILEE ACADEMIES,015822,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015827001,57.0,83.0,73.0,91.0,21.6,17.8,19.6,21.2,9.9,28.3,21.0,60.2,3.0,8.6,1.0,2.9,0.0,0.0,24.9,71.4,2.7,13.1,8.0,22.9,0.0,0.0,2.0,5.7,2.4,SCHOOL OF SCIENCE AND TECHNOLOGY,BEXAR,015,SCHOOL OF SCIENCE AND TECHNOLOGY,015827,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015828001,53.0,56.0,52.0,76.0,19.1,17.2,22.4,20.1,5.9,12.2,20.5,42.5,9.3,19.2,8.6,17.8,4.0,8.3,29.9,61.9,7.0,16.3,14.4,29.9,0.0,0.0,3.9,8.1,3.1,HARMONY SCIENCE ACAD (SAN ANTONIO),BEXAR,015,HARMONY SCIENCE ACAD (SAN ANTONIO),015828,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015828007,69.0,62.0,54.0,72.0,20.0,20.3,22.1,22.4,3.4,10.3,18.6,56.5,9.7,29.6,1.2,3.6,0.0,0.0,24.1,73.2,4.1,14.7,8.8,26.8,0.0,0.0,0.0,0.0,3.3,HARMONY SCHOOL OF INNOVATION - BRO,BEXAR,015,HARMONY SCIENCE ACAD (SAN ANTONIO),015828,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015828008,76.0,66.0,61.0,83.0,16.4,16.9,19.2,18.8,2.6,9.4,17.4,62.0,5.0,17.8,3.0,10.7,0.0,0.0,16.3,58.1,4.1,15.1,11.7,41.9,0.0,0.0,0.0,0.0,2.1,HARMONY SCHOOL OF EXCELLENCE - LAR,BEXAR,015,HARMONY SCIENCE ACAD (SAN ANTONIO),015828,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015830001,5.0,31.0,30.0,64.0,24.0,22.5,23.7,23.5,36.2,43.9,25.0,30.3,16.0,19.4,3.2,3.9,2.0,2.4,65.4,79.4,3.8,20.6,16.0,19.4,0.0,0.0,1.0,1.2,0.3,BROOKS ACADEMY OF SCIENCE AND ENGI,BEXAR,015,BROOKS ACADEMIES OF TEXAS,015830,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015830101,16.0,49.0,52.0,58.0,19.3,16.6,17.8,20.3,43.1,60.6,14.0,19.7,8.0,11.3,5.0,7.0,1.0,1.4,60.3,84.9,2.9,18.3,8.8,12.3,0.0,0.0,2.0,2.8,0.0,BROOKS COLLEGIATE ACADEMY,BEXAR,015,BROOKS ACADEMIES OF TEXAS,015830,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015831002,79.0,68.0,59.0,67.0,18.8,21.2,23.9,22.4,20.4,26.7,46.0,60.2,10.0,13.1,0.0,0.0,0.0,0.0,53.7,70.3,2.3,15.5,12.7,16.6,10.0,13.1,0.0,0.0,2.3,SCHOOL OF SCIENCE AND TECHNOLOGY C,BEXAR,015,SCHOOL OF SCIENCE AND TECHNOLOGY D,015831,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015833001,22.0,37.0,40.0,83.0,16.4,20.4,19.3,22.3,5.8,66.2,2.0,22.8,1.0,11.0,0.0,0.0,0.0,0.0,7.6,86.1,2.0,14.5,1.2,13.9,0.0,0.0,0.0,0.0,1.9,HENRY FORD ACADEMY ALAMEDA SCHOOL,BEXAR,015,HENRY FORD ACADEMY ALAMEDA SCHOOL,015833,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015834001,77.0,99.0,99.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,BASIS SAN ANTONIO- SHAVANO CAMPUS,BEXAR,015,BASIS TEXAS,015834,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015835002,33.0,89.0,84.0,91.0,24.3,18.5,24.3,23.9,5.9,17.5,16.8,49.8,6.1,18.2,4.9,14.5,0.0,0.0,18.0,53.5,4.3,14.1,11.7,34.9,1.0,2.9,2.9,8.7,1.4,GREAT HEARTS MONTE VISTA NORTH,BEXAR,015,GREAT HEARTS TEXAS,015835,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015835003,55.0,86.0,83.0,86.0,22.8,18.2,24.2,23.6,12.9,20.4,41.6,65.7,4.9,7.7,2.9,4.6,1.0,1.5,45.4,71.8,3.3,19.2,15.9,25.1,0.0,0.0,2.0,3.1,1.7,GREAT HEARTS NORTHERN OAKS,BEXAR,015,GREAT HEARTS TEXAS,015835,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015835004,30.0,85.0,92.0,90.0,25.9,21.5,25.9,25.9,6.8,13.5,34.1,67.0,3.9,7.7,4.0,8.0,2.0,3.9,40.9,80.5,4.6,17.4,8.0,15.7,0.0,0.0,2.0,3.9,1.8,GREAT HEARTS IRVING,BEXAR,015,GREAT HEARTS TEXAS,015835,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015901001,38.0,71.0,64.0,89.0,21.8,25.2,27.1,25.9,4.0,3.5,18.1,15.7,25.6,22.3,38.2,33.2,29.1,25.3,62.4,54.2,14.2,13.9,48.0,41.7,0.8,0.7,3.9,3.4,7.5,ALAMO HEIGHTS H S,BEXAR,015,ALAMO HEIGHTS ISD,015901,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015904001,51.0,50.0,39.0,60.0,15.8,16.7,17.0,16.7,9.9,7.3,36.8,27.2,27.8,20.6,41.9,31.0,18.8,13.9,88.3,65.2,10.9,13.4,43.1,31.8,3.0,2.2,1.0,0.7,8.7,HARLANDALE H S,BEXAR,015,HARLANDALE ISD,015904,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015904002,46.0,45.0,38.0,72.0,17.6,20.5,19.8,22.7,7.1,5.9,36.6,30.2,31.7,26.2,27.5,22.7,18.1,14.9,83.1,68.6,10.0,12.6,33.0,27.2,3.0,2.5,2.0,1.7,7.1,MCCOLLUM H S,BEXAR,015,HARLANDALE ISD,015904,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015904004,11.0,11.0,10.0,22.0,6.6,7.4,7.1,5.6,5.1,31.7,4.1,25.6,4.4,27.1,1.3,8.3,1.2,7.4,12.5,76.8,6.8,9.2,3.8,23.2,0.0,0.0,0.0,0.0,4.3,FRANK M TEJEDA ACADEMY,BEXAR,015,HARLANDALE ISD,015904,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015904011,36.0,77.0,76.0,75.0,18.2,12.6,18.6,21.7,1.1,7.7,3.6,24.3,4.0,26.9,5.4,35.9,0.8,5.3,6.8,45.7,10.5,24.1,8.1,54.3,0.0,0.0,0.0,0.0,4.1,HARLANDALE ISD STEM ECHS-ALAMO COL,BEXAR,015,HARLANDALE ISD,015904,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015905002,32.0,38.0,29.0,65.0,18.1,16.6,17.8,20.7,6.8,8.0,26.1,30.5,16.3,19.1,24.3,28.4,12.0,14.0,50.5,59.1,9.9,13.3,32.0,37.4,2.0,2.3,1.0,1.2,5.1,JOHN F KENNEDY H S,BEXAR,015,EDGEWOOD ISD,015905,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015905003,47.0,35.0,30.0,66.0,20.5,15.7,20.0,21.5,9.7,12.7,29.2,38.2,16.4,21.5,15.1,19.7,6.0,7.8,37.2,48.7,8.1,16.6,35.7,46.7,1.5,2.0,2.0,2.6,3.7,MEMORIAL H S,BEXAR,015,EDGEWOOD ISD,015905,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015905015,51.0,51.0,32.0,65.0,24.4,11.2,17.6,13.7,0.3,8.4,1.4,36.1,1.1,26.6,1.1,28.8,0.0,0.0,2.4,60.6,8.1,31.4,1.3,33.1,0.3,6.3,0.0,0.0,4.6,STEAM AT THE FINE ARTS ACADEMY,BEXAR,015,EDGEWOOD ISD,015905,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015906001,36.0,86.0,72.0,95.0,14.4,21.4,21.3,14.9,1.0,2.8,8.4,23.6,2.7,7.6,11.6,32.6,11.9,33.5,19.3,54.4,16.0,13.4,14.3,40.1,0.0,0.0,2.0,5.5,8.5,RANDOLPH H S,BEXAR,015,RANDOLPH FIELD ISD,015906,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907001,52.0,43.0,34.0,63.0,11.3,14.1,15.1,12.9,5.8,5.7,31.0,30.7,21.7,21.5,27.6,27.3,14.9,14.7,68.8,68.2,10.6,16.7,30.3,30.1,0.0,0.0,1.8,1.7,8.0,BRACKENRIDGE H S,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907002,22.0,36.0,28.0,54.0,16.0,17.5,17.7,19.6,8.0,10.0,20.4,25.4,16.0,19.9,22.7,28.3,13.2,16.4,53.2,66.4,11.2,15.5,24.0,29.9,3.0,3.7,0.0,0.0,7.3,BURBANK H S,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907003,35.0,33.0,23.0,67.0,12.5,12.3,12.8,11.8,6.9,7.2,23.9,25.0,25.0,26.2,21.8,22.9,17.8,18.6,57.6,60.4,11.8,16.2,34.7,36.5,2.0,2.1,1.0,1.0,9.4,EDISON H S,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907004,45.0,76.0,58.0,85.0,15.0,14.4,17.5,17.2,0.5,2.1,5.6,21.8,8.6,33.5,5.8,22.7,5.1,19.9,8.4,32.7,12.5,14.5,16.2,63.4,1.0,3.9,0.0,0.0,8.6,FOX TECHNICAL H S,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907005,40.0,36.0,25.0,67.0,23.8,23.4,27.1,25.0,4.4,4.5,39.0,39.8,17.9,18.2,26.9,27.4,9.9,10.1,68.7,70.1,9.6,14.7,28.4,28.9,1.0,1.0,0.0,0.0,6.9,HIGHLANDS H S,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907006,27.0,23.0,23.0,42.0,9.6,11.5,9.2,9.8,7.0,9.6,22.9,31.2,16.7,22.8,18.0,24.5,8.7,11.9,47.9,65.5,9.7,13.7,23.3,31.8,2.0,2.7,0.0,0.0,7.0,HOUSTON H S,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907007,40.0,32.0,29.0,50.0,11.7,16.1,16.2,11.9,5.8,5.3,28.3,26.0,19.1,17.6,31.0,28.5,24.6,22.6,60.5,55.7,12.3,14.9,48.2,44.3,0.0,0.0,0.0,0.0,8.9,JEFFERSON H S,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907008,32.0,27.0,14.0,47.0,12.9,15.1,14.7,12.8,9.0,8.8,38.1,37.2,18.0,17.6,23.0,22.5,14.2,13.9,70.7,69.0,9.8,15.7,28.7,28.0,3.0,2.9,0.0,0.0,7.1,LANIER H S,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907022,75.0,95.0,92.0,99.0,15.3,22.6,20.5,19.2,1.0,5.0,6.0,30.0,5.0,25.0,4.0,20.0,4.0,19.9,10.0,50.1,10.9,19.1,9.0,44.9,0.0,0.0,1.0,5.0,9.8,TRAVIS EARLY COLLEGE H S,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907023,97.0,94.0,100.0,94.0,12.2,13.5,17.0,19.4,2.0,6.7,9.8,32.8,5.1,17.2,8.9,29.9,4.0,13.4,15.8,53.0,10.0,16.6,12.0,40.3,1.0,3.4,1.0,3.4,4.9,YOUNG WOMEN'S LEADERSHIP ACADEMY,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907024,8.0,5.0,10.0,44.0,10.9,8.4,8.3,6.5,1.0,4.3,3.0,13.0,7.0,30.4,8.0,34.8,4.0,17.4,15.0,65.2,13.2,15.1,8.0,34.8,0.0,0.0,0.0,0.0,9.0,COOPER ACADEMY AT NAVARRO,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907025,73.0,66.0,47.0,88.0,16.4,15.8,16.1,15.3,1.0,6.4,7.1,45.1,3.6,23.1,3.0,19.0,1.0,6.4,4.1,25.9,7.4,18.3,11.6,74.1,0.0,0.0,0.0,0.0,3.1,ST PHILIP'S COLLEGE EARLY COLLEGE,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907026,61.0,79.0,72.0,67.0,13.8,11.9,15.7,15.7,2.4,4.1,20.5,35.3,13.4,23.2,14.0,24.1,7.7,13.2,16.2,27.9,10.8,14.3,41.8,72.1,0.0,0.0,0.0,0.0,4.2,ADVANCED LEARNING ACADEMY,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907030,3.0,4.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,TEXANS CAN ACADEMY AT HIGHLANDS H,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015907182,6.0,16.0,17.0,23.0,,3.5,3.4,,0.0,0.0,0.0,0.0,4.0,57.2,0.0,0.0,3.0,42.8,2.0,28.6,17.4,24.9,4.0,57.1,0.0,0.0,1.0,14.3,14.0,HEALY-MURPHY,BEXAR,015,SAN ANTONIO ISD,015907,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015908001,44.0,48.0,37.0,64.0,18.8,20.0,21.1,19.7,6.2,4.0,42.9,27.9,33.4,21.7,44.3,28.8,27.0,17.5,100.6,65.4,11.5,17.0,53.3,34.6,0.0,0.0,0.0,0.0,8.5,SOUTH SAN ANTONIO H S,BEXAR,015,SOUTH SAN ANTONIO ISD,015908,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015909001,8.0,43.0,29.0,67.0,20.4,21.4,24.3,23.1,2.0,3.0,33.5,49.9,10.8,16.1,12.9,19.1,8.0,11.9,49.8,74.2,9.1,16.1,13.3,19.8,4.0,6.0,0.0,0.0,5.0,SOMERSET H S,BEXAR,015,SOMERSET ISD,015909,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015909006,43.0,60.0,64.0,84.0,12.7,9.9,12.7,10.3,0.0,0.0,1.0,13.5,1.3,17.3,3.0,40.4,2.1,28.8,3.3,44.2,15.5,17.4,4.1,55.8,0.0,0.0,0.0,0.0,8.0,SHIRLEEN ZACHARIAS EARLY CLGE LEAD,BEXAR,015,SOMERSET ISD,015909,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015910001,49.0,61.0,50.0,80.0,13.0,13.0,16.6,13.2,4.5,2.4,44.3,23.8,36.3,19.5,68.9,37.1,32.0,17.2,96.8,52.1,12.3,13.9,87.0,46.8,1.2,0.6,1.0,0.5,7.4,LEGACY OF EDUCATIONAL EXCELLENCE H,BEXAR,015,NORTH EAST ISD,015910,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015910002,59.0,65.0,53.0,80.0,13.9,17.8,18.8,17.2,4.8,3.2,26.0,17.4,41.1,27.5,53.6,35.9,23.8,15.9,88.9,59.5,12.9,15.8,57.6,38.6,1.2,0.8,1.6,1.1,8.2,MACARTHUR H S,BEXAR,015,NORTH EAST ISD,015910,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015910003,34.0,71.0,61.0,89.0,13.1,16.6,16.6,16.7,2.0,1.2,44.9,27.0,29.5,17.8,58.3,35.2,31.2,18.8,109.4,65.9,12.9,16.9,54.8,33.0,0.2,0.1,1.6,0.9,7.8,CHURCHILL H S,BEXAR,015,NORTH EAST ISD,015910,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015910004,33.0,62.0,45.0,78.0,9.7,10.3,11.6,11.9,6.0,3.2,58.8,31.2,39.7,21.1,55.1,29.3,28.8,15.3,119.2,63.3,11.3,14.7,63.2,33.5,0.2,0.1,5.9,3.1,6.9,ROOSEVELT H S,BEXAR,015,NORTH EAST ISD,015910,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015910005,50.0,71.0,56.0,83.0,13.4,15.2,13.6,12.3,2.5,1.3,45.7,24.7,50.3,27.2,49.6,26.8,37.0,20.0,101.8,55.0,12.4,17.7,80.2,43.3,0.2,0.1,3.0,1.6,7.9,MADISON H S,BEXAR,015,NORTH EAST ISD,015910,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015910007,62.0,91.0,86.0,95.0,17.7,22.2,22.0,24.5,8.0,4.3,41.0,22.1,35.5,19.1,58.0,31.3,43.2,23.2,103.7,55.8,13.4,18.7,79.5,42.8,0.1,0.1,2.4,1.3,8.7,REAGAN H S,BEXAR,015,NORTH EAST ISD,015910,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
015910009,53.0,94.0,86.0,89.0,12.1,13.1,20.2,19.8,2.0,8.1,10.2,41.1,1.0,4.0,6.1,24.7,5.5,22.1,5.3,21.5,11.4,20.0,18.4,74.4,0.0,0.0,1.0,4.0,8.3,INTERNATIONAL SCHOOL OF AMERICA,BEXAR,015,NORTH EAST ISD,015910,20,SAN ANTONIO,57157.0,0.4688,68037.0,15.452087034134337,88.55,56.18
